id,area_name,landmark,meal_details,latitude,longitude,start_time_raw,end_time_raw,created_at,interested_count,report_count,google_maps_url,status,is_active,start_date,start_time_local,end_date,end_time_local,duration_hours,is_dummy_or_recurring_date,quality_flags
485de260-3bd9-48ab-b724-1aec2091c66b,"Seshadri Marg, Raja Rajeshwari Nagar, Kothaguda, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India",amruta laxmi residency,,17.4699964912701,78.3541679883419,1901-12-02T12:30:00+00:00,1901-12-02T14:00:00+00:00,2026-09-16T20:21:28.351791+00:00,0,0,"https://www.google.com/maps?q=17.4699964912701,78.3541679883419",recurring_time_only,False,,06:00 PM IST,,07:30 PM IST,1.5,True,DUMMY_TIME_ONLY_DATE
4808cf90-84be-4882-afe4-6bf0f8be8d71,"Koti, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India","Koti, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,17.3847309,78.4836642,2026-09-15T18:30:00+00:00,2026-09-16T09:00:00+00:00,2026-09-15T12:53:28.89763+00:00,834,0,"https://www.google.com/maps?q=17.3847309,78.4836642",expired,False,2026-09-16,12:00 AM IST,2026-09-16,02:30 PM IST,14.5,False,CLEAN
5c6821e2-8abb-40cb-95c8-12928e0d2454,"Karimnagar, Karimnagar mandal, Karimnagar, Telangana, 505215, India",Ramnagar signal right side,,18.4404506,79.1095819,2026-09-15T18:30:00+00:00,2026-09-15T20:00:00+00:00,2026-09-16T10:03:19.876934+00:00,0,0,"https://www.google.com/maps?q=18.4404506,79.1095819",expired,False,2026-09-16,12:00 AM IST,2026-09-16,01:30 AM IST,1.5,False,CLEAN
92decc34-82b5-408e-a99f-109ca4887e25,"Aurora's Scientific & Technological Institute, Ghatkesar, NH163, NFC Nagar, Ghatkesar mandal, Medchal–Malkajgiri, Telangana, 500088, India",Aurora college,,17.4599845,78.7241034,2026-09-15T18:30:00+00:00,2026-09-16T09:00:00+00:00,2026-09-16T05:15:45.944759+00:00,200,0,"https://www.google.com/maps?q=17.4599845,78.7241034",expired,False,2026-09-16,12:00 AM IST,2026-09-16,02:30 PM IST,14.5,False,CLEAN
bd88678d-9c01-4f95-bad8-8b19eff17d10,"Raja Reddy Marg, Hyderguda, Ward 79 Himayath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500029, India","Raja Reddy Marg, Hyderguda, Ward 79 Himayath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500029, India — Gunfoundry hyderabad",,17.3963072,78.4799562,2026-09-15T18:30:00+00:00,2026-09-16T09:00:00+00:00,2026-09-15T17:39:19.324067+00:00,583,0,"https://www.google.com/maps?q=17.3963072,78.4799562",expired,False,2026-09-16,12:00 AM IST,2026-09-16,02:30 PM IST,14.5,False,CLEAN
9a9721a2-cb7c-4ca4-bc7e-af1b92f8f0a3,"Innespeta, Rajamahendravaram, రాజమండ్రి పట్టణ, East Godavari, Andhra Pradesh, 533100, India","Innespeta, Rajamahendravaram, రాజమండ్రి పట్టణ, East Godavari, Andhra Pradesh, 533100, India — Railway station",,16.9934975,81.7801625,2026-09-15T18:35:00+00:00,2026-09-16T09:00:00+00:00,2026-09-15T07:43:57.63066+00:00,127,0,"https://www.google.com/maps?q=16.9934975,81.7801625",expired,False,2026-09-16,12:05 AM IST,2026-09-16,02:30 PM IST,14.42,False,CLEAN
f59d7314-47da-43bb-bf05-844e47ed20ad,"Porumamilla Urban, Porumamilla, YSR Kadapa, Andhra Pradesh, 516193, India","Porumamilla Urban, Porumamilla, YSR Kadapa, Andhra Pradesh, 516193, India — Porumamilla",,15.0112445,78.9940797,2026-09-15T19:00:00+00:00,2026-09-16T09:00:00+00:00,2026-09-15T08:31:54.739096+00:00,74,0,"https://www.google.com/maps?q=15.0112445,78.9940797",expired,False,2026-09-16,12:30 AM IST,2026-09-16,02:30 PM IST,14.0,False,CLEAN
ffd03067-313d-446e-8e84-af6e953c416f,"towards alwal, Vasavi Nagar, Alwal, Ward 134 Alwal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal–Malkajgiri, Telangana, 500015, India",Opposite anutex alwal,,17.5082164,78.503983,2026-09-15T19:00:00+00:00,2026-09-16T08:30:00+00:00,2026-09-16T05:16:24.449151+00:00,44,0,"https://www.google.com/maps?q=17.5082164,78.503983",expired,False,2026-09-16,12:30 AM IST,2026-09-16,02:00 PM IST,13.5,False,CLEAN
0f8ddfdb-2400-4cd5-8f26-dcf7f53f3372,"Miryalaguda, Miryalaguda mandal, Nalgonda, Telangana, 508200, India","Miryalaguda, Miryalaguda mandal, Nalgonda, Telangana, 508200, India — Near masjid, line, muthi Reddy kunta, Miryalaguda",,16.8632505,79.5638982,2026-09-15T19:30:00+00:00,2026-09-15T23:00:00+00:00,2026-09-15T20:15:38.442014+00:00,2,0,"https://www.google.com/maps?q=16.8632505,79.5638982",expired,False,2026-09-16,01:00 AM IST,2026-09-16,04:30 AM IST,3.5,False,CLEAN
324bb1a6-386e-493d-8613-a79b2afdeddf,"Lakshettipet, Luxettipet mandal, Mancherial, Telangana, 504215, India",Angadi bazar,,18.8867747,79.2087126,2026-09-15T19:30:00+00:00,2026-09-16T09:00:00+00:00,2026-09-16T06:20:56.374676+00:00,17,0,"https://www.google.com/maps?q=18.8867747,79.2087126",expired,False,2026-09-16,01:00 AM IST,2026-09-16,02:30 PM IST,13.5,False,CLEAN
441e69ec-3d00-4fd5-ab63-fb8edbd9f66e,"నాగార్జున హిల్స్, బంజారాహిల్స్, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, హైదరాబాదు, Telangana, 500082, India","OPP MEDICITI HOSPITAL,NAGARJUNA HILLS ,PUNJAGUTTA",,17.4269469038311,78.4488844495764,2026-09-15T19:30:00+00:00,2026-09-16T08:30:00+00:00,2026-09-16T06:56:02.207004+00:00,21,0,"https://www.google.com/maps?q=17.4269469038311,78.4488844495764",expired,False,2026-09-16,01:00 AM IST,2026-09-16,02:00 PM IST,13.0,False,CLEAN
4b932a90-25ba-4e5a-b2bb-f57d7d392ac6,"నంబూరు, పెదకాకాని, గుంటూరు, Andhra Pradesh, 522509, India",Nagarjuna nagar,,16.3793258,80.5260296,2026-09-15T19:30:00+00:00,2026-09-16T09:00:00+00:00,2026-09-16T07:35:07.811456+00:00,11,0,"https://www.google.com/maps?q=16.3793258,80.5260296",expired,False,2026-09-16,01:00 AM IST,2026-09-16,02:30 PM IST,13.5,False,CLEAN
